Moive_ID,Name,Genre,Showing,Year,IMDB,Description,Time
1069,After the Wedding,Drama,0,2019,6.2,,
1070,Non-Stop,Action. Mystery. Thriller,0,2014,6.9,,
1071,Triple Threat,Action. Thriller,0,2019,5.5,,
1072,Transcendence,Action. Drama. Sci-Fi,0,2014,6.3,,
1073,Don't Worry. He Won't Get Far on Foot,Biography. Comedy. Drama,0,2018,6.9,,
1074,The Other Woman,Comedy. Romance,0,2014,6,,
1075,The Mountain Between Us,Action. Adventure. Drama,0,2017,6.4,,
1076,War Horse,Action. Adventure. Drama,0,2011,7.2,,
1077,Only the Brave,Action. Biography. Drama,0,2017,7.6,,
1078,Unlocked,Action. Drama. Mystery,0,2017,6.2,,
1079,Guava Island,Comedy. Drama. Music,0,2019,6.7,,
1080,Entourage,Comedy,0,2015,6.6,,
1081,Flatliners,Drama. Horror. Mystery,0,2017,5.2,,
1082,By the Sea,Drama. Romance,0,2015,5.3,,
1083,Compliance,Crime. Drama. Horror,0,2012,6.4,,
1084,The A-Team,Action. Adventure. Thriller,0,2010,6.7,,
1085,The Double,Action. Crime. Drama,0,2011,5.9,,
1086,RED 2,Action. Comedy. Crime,0,2013,6.6,,
1087,The Green Hornet,Action. Comedy,0,2011,5.8,,
1088,Rise of the Guardians,Animation. Action. Adventure,0,2012,7.3,,
1089,Sex and the City 2,Comedy. Drama. Romance,0,2010,4.5,,
1090,Brimstone,Drama. Mystery. Thriller,0,2016,7.1,,
1091,She's Funny That Way,Comedy. Drama,0,2014,6.1,,
1092,Flipped,Comedy. Drama. Romance,0,2010,7.7,,
1093,If Beale Street Could Talk,Drama. Romance,0,2018,7.1,,
1094,The Spy Next Door,Action. Comedy. Family,0,2010,5.4,,
1095,Self/less,Action. Mystery. Sci-Fi,0,2015,6.5,,
1096,The Human Centipede II (Full Sequence),Horror,0,2011,3.8,,
1097,Someone Great,Comedy. Romance,0,2019,6.2,,
1098,Home,Animation. Adventure. Comedy,0,2015,6.6,,
1099,The Escort,Comedy. Drama. Romance,0,2016,6,,
1100,The Last Black Man in San Francisco,Drama,0,2019,7.3,,
1101,Mechanic: Resurrection,Action. Adventure. Thriller,0,2016,5.7,,
1102,Death Note,Action. Adventure. Crime,0,2017,4.5,,
1103,Trumbo,Biography. Drama,0,2015,7.5,,
1104,Stan & Ollie,Biography. Comedy. Drama,0,2018,7.2,,
1105,Miss Bala,Action. Crime. Drama,0,2019,5.7,,
1106,Destroyer,Action. Crime. Drama,0,2018,6.2,,
1107,Porno,Comedy. Horror,0,2019,5,,
1108,The Beguiled,Drama. Thriller,0,2017,6.3,,
1109,Before I Fall,Drama. Fantasy. Mystery,0,2017,6.4,,
1110,To the Bone,Drama,0,2017,6.8,,
1111,The Square,Comedy. Drama,0,2017,7.2,,
1112,Daddy's Home 2,Comedy,0,2017,6,,
1113,Charlie St. Cloud,Drama. Fantasy. Romance,0,2010,6.4,,
1114,R.I.P.D.,Action. Adventure. Comedy,0,2013,5.6,,
1115,The Bounty Hunter,Action. Comedy. Romance,0,2010,5.6,,
1116,Knight of Cups,Drama. Romance,0,2015,5.7,,
1117,Jack Ryan: Shadow Recruit,Action. Drama. Thriller,0,2014,6.2,,
1118,Chronicle,Drama. Sci-Fi. Thriller,0,2012,7,,
1119,A Nightmare on Elm Street,Crime. Drama. Horror,0,2010,5.2,,
1120,The Stanford Prison Experiment,Biography. Drama. History,0,2015,6.9,,
1121,Cam,Horror. Mystery. Thriller,0,2018,5.9,,
1122,Drive Angry,Action. Fantasy. Thriller,0,2011,5.4,,
1123,The Giver,Drama. Romance. Sci-Fi,0,2014,6.5,,
1124,Prospect,Drama. Sci-Fi. Thriller,0,2018,6.2,,
1125,Me and Earl and the Dying Girl,Comedy. Drama,0,2015,7.7,,
1126,At Eternity's Gate,Biography. Drama,0,2018,6.9,,
1127,Colombiana,Action. Drama. Thriller,0,2011,6.4,,
1128,Roman J. Israel. Esq.,Crime. Drama. Thriller,0,2017,6.4,,
1129,Little Monsters,Comedy. Horror,0,2019,6.3,,
1130,Billionaire Boys Club,Biography. Drama. Thriller,0,2018,5.6,,
1131,Trauma Center,Action. Thriller,0,2019,4.5,,
1132,Broken City,Action. Crime. Drama,0,2013,6.2,,
1133,30 Minutes or Less,Action. Comedy. Crime,0,2011,6.1,,
1134,Dear John,Drama. Romance. War,0,2010,6.3,,
1135,Minions,Animation. Adventure. Comedy,0,2015,6.4,,
1136,Only God Forgives,Action. Crime. Drama,0,2013,5.7,,
1137,Mortdecai,Action. Adventure. Comedy,0,2015,5.5,,
1138,Tucker and Dale vs Evil,Comedy. Horror,0,2010,7.5,,
1139,Clemency,Drama,0,2019,6.4,,
1140,Skin,Biography. Crime. Drama,0,2018,7.1,,
1141,After Earth,Action. Adventure. Sci-Fi,0,2013,4.8,,
1142,Bridget Jones's Baby,Comedy. Drama. Romance,0,2016,6.5,,
1143,A Good Day to Die Hard,Action. Thriller,0,2013,5.3,,
1144,Winter's Bone,Drama. Mystery,0,2010,7.2,,
1145,Café Society,Comedy. Drama. Romance,0,2016,6.6,,
1146,RoboCop,Action. Crime. Sci-Fi,0,2014,6.1,,
1147,Creep,Horror. Thriller,0,2014,6.3,,
1148,How to Train Your Dragon 2,Animation. Action. Adventure,0,2014,7.8,,
1149,IO,Adventure. Drama. Romance,0,2019,4.7,,
1150,London Fields,Crime. Mystery. Thriller,0,2018,4.3,,
1151,Goosebumps,Adventure. Comedy. Family,0,2015,6.3,,
1152,The Car: Road to Revenge,Action. Horror. Thriller,0,2019,4,,
1153,Piranha 3DD,Comedy. Horror,0,2012,3.7,,
1154,The Mechanic,Action. Thriller,0,2011,6.6,,
1155,The Nutcracker and the Four Realms,Adventure. Family. Fantasy,0,2018,5.5,,
1156,The Watch,Comedy. Sci-Fi,0,2012,5.7,,
1157,The Kid Who Would Be King,Action. Adventure. Family,0,2019,6,,
1158,Knight and Day,Action. Adventure. Comedy,0,2010,6.3,,
1159,Mortal Kombat Legends: Scorpion's Revenge,Animation. Action. Adventure,0,2020,7.5,,
1160,Drunk Parents,Comedy,0,2019,3.8,,
1161,Going in Style,Comedy. Crime,0,2017,6.6,,
1162,Banana Split,Comedy,0,2018,6,,
1163,Extraction,Action. Thriller,0,2015,4.1,,
1164,We Are What We Are,Drama. Horror. Thriller,0,2013,5.9,,
1165,When We First Met,Comedy. Fantasy. Romance,0,2018,6.4,,
1166,Killerman,Action. Crime. Drama,0,2019,5.6,,
1167,The Brothers Grimsby,Action. Adventure. Comedy,0,2016,6.2,,
1168,The Expendables 2,Action. Adventure. Thriller,0,2012,6.6,,
1169,Everybody Wants Some!!,Comedy,0,2016,6.9,,
1170,Welcome Home,Thriller,0,2018,5.2,,
1171,Blue Ruin,Crime. Drama. Thriller,0,2013,7.1,,
1172,A Dangerous Method,Biography. Drama. Romance,0,2011,6.4,,
1173,Nancy Drew and the Hidden Staircase,Comedy. Crime. Drama,0,2019,5.7,,
1174,Her Smell,Drama. Music,0,2018,6.2,,
1175,Unstoppable,Action. Thriller,0,2010,6.8,,
1176,The Old Man & the Gun,Biography. Comedy. Crime,0,2018,6.7,,
1177,Footloose,Comedy. Drama. Music,0,2011,5.9,,
1178,Wildlife,Drama,0,2018,6.8,,
1179,Abduction,Action. Mystery. Thriller,0,2011,5.1,,
1180,Villains,Comedy. Drama. Horror,0,2019,6.2,,
1181,Safe House,Action. Thriller,0,2012,6.7,,
1182,The BFG,Adventure. Family. Fantasy,0,2016,6.4,,
1183,August: Osage County,Comedy. Drama,0,2013,7.2,,
1184,When in Rome,Comedy. Romance,0,2010,5.6,,
1185,Stoker,Drama. Thriller,0,2013,6.8,,
1186,Neighbors 2: Sorority Rising,Comedy,0,2016,5.7,,
1187,Action Point,Comedy,0,2018,5.1,,
1188,I Feel Pretty,Comedy. Romance,0,2018,5.5,,
1189,Every Day,Drama. Fantasy. Romance,0,2018,6.4,,
1190,Hooking Up,Comedy. Drama,0,2020,5,,
1191,Bullet to the Head,Action. Crime. Thriller,0,2012,5.7,,
1192,Hotel Transylvania 2,Animation. Comedy. Family,0,2015,6.7,,
1193,Vox Lux,Drama. Music,0,2018,5.9,,
1194,Get Him to the Greek,Comedy. Music,0,2010,6.4,,
1195,Game Over. Man!,Action. Comedy,0,2018,5.4,,
1196,Nobody's Fool,Comedy. Drama. Romance,0,2018,4.8,,
1197,Arbitrage,Drama. Thriller,0,2012,6.6,,
1198,Popstar: Never Stop Never Stopping,Comedy. Music,0,2016,6.7,,
1199,Can You Ever Forgive Me?,Biography. Comedy. Crime,0,2018,7.1,,
1200,Girls Trip,Adventure. Comedy. Drama,0,2017,6.2,,
1201,Falling Inn Love,Comedy. Romance,0,2019,5.6,,
1202,Unsane,Drama. Horror. Mystery,0,2018,6.4,,
1203,Fences,Drama,0,2016,7.2,,
1204,Walk of Shame,Comedy,0,2014,6,,
1205,The Last Summer,Comedy,0,2019,5.6,,
1206,Rio,Animation. Adventure. Comedy,0,2011,6.9,,
1207,Only,Drama. Romance. Sci-Fi,0,2019,4.8,,
1208,Anon,Crime. Drama. Mystery,0,2018,6.1,,
1209,Assassination Nation,Action. Comedy. Crime,0,2018,5.9,,
1210,Tower Heist,Action. Comedy. Crime,0,2011,6.2,,
1211,Little Italy,Comedy. Romance,0,2018,5.7,,
1212,Ice Age: Collision Course,Animation. Adventure. Comedy,0,2016,5.7,,
1213,Terrifier,Horror. Thriller,0,2016,5.6,,
1214,Priest,Action. Horror. Thriller,0,2011,5.7,,
1215,Tyler Perry's A Madea Family Funeral,Comedy,0,2019,4.4,,
1216,A Dog's Way Home,Adventure. Drama. Family,0,2019,6.7,,
1217,Johnny English Strikes Again,Action. Adventure. Comedy,0,2018,6.2,,
1218,I Am Wrath,Action. Crime. Drama,0,2016,5.4,,
1219,You Again,Comedy. Romance,0,2010,5.8,,
1220,The Book Thief,Drama. War,0,2013,7.6,,
1221,Anchorman 2: The Legend Continues,Comedy,0,2013,6.3,,
1222,The Week Of,Comedy,0,2018,5.1,,
1223,A Good Marriage,Crime. Drama. Thriller,0,2014,5.2,,
1224,Insidious: The Last Key,Horror. Mystery. Thriller,0,2018,5.7,,
1225,Water for Elephants,Drama. Romance,0,2011,6.9,,
1226,The Odd Life of Timothy Green,Comedy. Drama. Family,0,2012,6.6,,
1227,Secret in Their Eyes,Crime. Drama. Mystery,0,2015,6.3,,
1228,The Signal,Drama. Mystery. Sci-Fi,0,2014,6.1,,
1229,Love & Mercy,Biography. Drama. Music,0,2014,7.4,,
1230,A Walk Among the Tombstones,Action. Crime. Drama,0,2014,6.5,,
1231,Timmy Failure: Mistakes Were Made,Adventure. Comedy. Drama,0,2020,6.2,,
1232,Colette,Biography. Drama. History,0,2018,6.7,,
1233,Colossal,Comedy. Drama. Fantasy,0,2016,6.2,,
1234,Annie,Comedy. Drama. Family,0,2014,5.3,,
1235,The Emoji Movie,Animation. Adventure. Comedy,0,2017,3.2,,
1236,Midnight Sun,Drama. Romance,0,2018,6.6,,
1237,Flower,Comedy. Drama,0,2017,6,,
1238,Jigsaw,Crime. Horror. Mystery,0,2017,5.8,,
1239,Stronger,Biography. Drama,0,2017,6.9,,
1240,Beautiful Creatures,Drama. Fantasy. Romance,0,2013,6.1,,
1241,Saving Zoë,Crime. Drama. Mystery,0,2019,5.2,,
1242,Blue Jasmine,Drama,0,2013,7.3,,
1243,The November Man,Action. Crime. Thriller,0,2014,6.3,,
1244,Wrath of the Titans,Action. Adventure. Fantasy,0,2012,5.7,,
1245,The Homesman,Drama. Western,0,2014,6.6,,
1246,Secret Obsession,Drama. Mystery. Thriller,0,2019,4.3,,
1247,Marrowbone,Drama. Horror. Mystery,0,2017,6.6,,
1248,Machete,Action. Crime. Thriller,0,2010,6.6,,
1249,The Outsider,Crime. Drama. Thriller,0,2018,6.3,,
1250,The Counselor,Crime. Drama. Thriller,0,2013,5.3,,
1251,Rim of the World,Action. Adventure. Comedy,0,2019,5.1,,
1252,Earthquake Bird,Crime. Drama. Mystery,0,2019,5.9,,
1253,First They Killed My Father,Biography. Drama. History,0,2017,7.2,,
1254,God's Not Dead,Drama,0,2014,4.7,,
1255,The Lucky One,Drama. Mystery. Romance,0,2012,6.5,,
1256,Ouija: Origin of Evil,Drama. Horror. Mystery,0,2016,6.1,,
1257,Zeroville,Comedy. Drama,0,2019,4.5,,
1258,CHIPS,Action. Comedy. Crime,0,2017,6,,
1259,Seventh Son,Action. Adventure. Fantasy,0,2014,5.5,,
1260,The Perfect Date,Comedy. Romance,0,2019,5.8,,
1261,Crooked House,Crime. Drama. Mystery,0,2017,6.3,,
1262,Ferdinand,Animation. Adventure. Comedy,0,2017,6.7,,
1263,Unfriended: Dark Web,Horror. Mystery. Thriller,0,2018,5.9,,
1264,Daddy's Home,Comedy. Family,0,2015,6.2,,
1265,The Exception,Drama. Romance. War,0,2016,6.8,,
1266,The Man with the Iron Heart,Action. Biography. Thriller,0,2017,6.4,,
1267,Irrational Man,Comedy. Drama. Romance,0,2015,6.6,,
1268,If I Stay,Drama. Fantasy. Music,0,2014,6.7,,
1269,20th Century Women,Comedy. Drama,0,2016,7.3,,
1270,The Campaign,Comedy,0,2012,6.1,,
1271,Hit and Run,Action. Comedy,0,2012,6.1,,
1272,Point Break,Action. Crime. Sport,0,2015,5.3,,
1273,Dumb and Dumber To,Comedy,0,2014,5.6,,
1274,Leatherface,Crime. Horror. Thriller,0,2017,5,,
1275,A Bad Moms Christmas,Comedy,0,2017,5.6,,
1276,Primal,Action,0,2019,4.8,,
1277,Leap Year,Comedy. Romance,0,2010,6.5,,
1278,Nanny McPhee Returns,Comedy. Family. Fantasy,0,2010,6.1,,
1279,Vampire Academy,Action. Comedy. Drama,0,2014,5.5,,
1280,The Boy Next Door,Horror. Thriller,0,2015,4.7,,
1281,Short Term 12,Drama,0,2013,8,,
1282,Cop Out,Action. Comedy. Crime,0,2010,5.6,,
1283,Take Shelter,Drama. Horror. Thriller,0,2011,7.4,,
1284,The Hundred-Foot Journey,Comedy. Drama,0,2014,7.3,,
1285,Overcomer,Drama. Family. Sport,0,2019,6.5,,
1286,Stuck in Love.,Comedy. Drama. Romance,0,2012,7.2,,
1287,The Void,Horror. Mystery. Sci-Fi,0,2016,5.8,,
1288,The 15:17 to Paris,Biography. Drama. Thriller,0,2018,5.2,,
1289,Insidious: Chapter 2,Horror. Mystery. Thriller,0,2013,6.6,,
1290,Gringo,Action. Comedy. Crime,0,2018,6.1,,
1291,The Kids Are All Right,Comedy. Drama. Romance,0,2010,7,,
1292,Would You Rather,Horror. Thriller,0,2012,5.7,,
1293,Axcellerator,Action. Sci-Fi,0,2020,5.4,,
1294,Professor Marston & the Wonder Women,Biography. Drama,0,2017,7.1,,
1295,American Animals,Biography. Crime. Drama,0,2018,7,,
1296,Filth,Comedy. Crime. Drama,0,2013,7.1,,
1297,Let It Snow,Comedy. Romance,0,2019,5.8,,
1298,Before I Go to Sleep,Drama. Horror. Mystery,0,2014,6.3,,
1299,Slender Man,Horror. Mystery. Thriller,0,2018,3.2,,
1300,Little,Comedy. Fantasy. Romance,0,2019,5.4,,
1301,Jobs,Biography. Drama,0,2013,5.9,,
1302,Jersey Boys,Biography. Drama. Music,0,2014,6.8,,
1303,The Infiltrator,Biography. Crime. Drama,0,2016,7,,
1304,Song to Song,Drama. Music. Romance,0,2017,5.7,,
1305,Child 44,Crime. Drama. History,0,2015,6.5,,
1306,Satanic Panic,Comedy. Horror,0,2019,5.6,,
1307,Escape Plan 2: Hades,Action. Crime. Mystery,0,2018,3.8,,
1308,Night School,Comedy,0,2018,5.6,,
1309,Safe,Action. Crime. Thriller,0,2012,6.5,,
1310,That Awkward Moment,Comedy. Romance,0,2014,6.1,,
1311,Angry Birds,Animation. Action. Adventure,0,2016,6.3,,
1312,Final Destination 5,Horror. Thriller,0,2011,5.8,,
1313,Dream House,Drama. Mystery. Thriller,0,2011,6,,
1314,The Titan,Drama. Mystery. Romance,0,2018,4.8,,
1315,Wine Country,Comedy,0,2019,5.4,,
1316,Let's Be Cops,Action. Comedy. Crime,0,2014,6.4,,
1317,We Bought a Zoo,Comedy. Drama. Family,0,2011,7.1,,
1318,Paul. Apostle of Christ,Adventure. Biography. Drama,0,2018,6.6,,
1319,Frozen,Adventure. Drama. Thriller,0,2010,6.1,,
1320,I Kill Giants,Drama. Fantasy. Thriller,0,2017,6.2,,
1321,Love the Coopers,Comedy. Fantasy. Romance,0,2015,5.8,,
1322,I Don't Feel at Home in This World Anymore.,Comedy. Crime. Drama,0,2017,6.9,,
1323,A Score to Settle,Action. Crime. Drama,0,2019,4.6,,
1324,Seeking a Friend for the End of the World,Adventure. Comedy. Drama,0,2012,6.7,,
1325,White Girl,Crime. Drama,0,2016,5.7,,
1326,Kubo and the Two Strings,Animation. Action. Adventure,0,2016,7.8,,
1327,Red Dawn,Action. Adventure. Crime,0,2012,5.4,,
1328,Sand Castle,Drama. War,0,2017,6.3,,
1329,Frankenweenie,Animation. Comedy. Family,0,2012,6.9,,
1330,Tau,Sci-Fi. Thriller,0,2018,5.8,,
1331,Ted 2,Comedy,0,2015,6.3,,
1332,Bliss,Horror. Mystery,0,2019,5.8,,
1333,Death at a Funeral,Comedy,0,2010,5.7,,
1334,A Private War,Biography. Drama. War,0,2018,6.7,,
1335,The Forest,Horror. Mystery. Thriller,0,2016,4.8,,
1336,The Big Wedding,Comedy. Drama. Romance,0,2013,5.6,,
1337,The Miseducation of Cameron Post,Drama,0,2018,6.6,,
1338,Insidious: Chapter 3,Horror. Mystery. Thriller,0,2015,6.1,,
1339,The Grinch,Animation. Comedy. Family,0,2018,6.3,,
1340,Above Suspicion,Action. Crime. Thriller,0,2019,5.5,,
1341,Ghost Rider: Spirit of Vengeance,Action. Fantasy. Thriller,0,2011,4.3,,
1342,Thoroughbreds,Crime. Drama. Thriller,0,2017,6.7,,
1343,Goosebumps 2: Haunted Halloween,Adventure. Comedy. Family,0,2018,5.6,,
1344,This Means War,Action. Comedy. Romance,0,2012,6.3,,
1345,Snatched,Action. Adventure. Comedy,0,2017,4.5,,
1346,Close,Action. Drama. Thriller,0,2019,5.7,,
1347,The Souvenir,Drama. Mystery. Romance,0,2019,6.5,,
1348,Money Monster,Crime. Drama. Thriller,0,2016,6.5,,
1349,Take Me Home Tonight,Comedy. Drama. Romance,0,2011,6.3,,
1350,Eddie the Eagle,Biography. Comedy. Drama,0,2015,7.4,,
1351,The Glass Castle,Biography. Drama,0,2017,7.1,,
1352,Before I Wake,Drama. Fantasy. Horror,0,2016,6.2,,
1353,Suite Française,Drama. Romance. War,0,2014,7,,
1354,War Room,Drama,0,2015,6.5,,
1355,Bloodline,Crime. Horror. Thriller,0,2018,6,,
1356,Hector and the Search for Happiness,Adventure. Comedy. Drama,0,2014,7,,
1357,10 Minutes Gone,Action. Crime. Mystery,0,2019,3.6,,
1358,The Fanatic,Crime. Thriller,0,2019,4.3,,
1359,A Most Wanted Man,Crime. Drama. Thriller,0,2014,6.8,,
1360,Concussion,Biography. Drama. Sport,0,2015,7.1,,
1361,Prom,Comedy. Drama. Family,0,2011,5.4,,
1362,Madagascar 3: Europe's Most Wanted,Animation. Adventure. Comedy,0,2012,6.8,,
1363,Taken 3,Action. Thriller,0,2014,6,,
1364,The Space Between Us,Drama. Romance. Sci-Fi,0,2017,6.4,,
1365,The Command,Action. Drama. History,0,2018,6.6,,
1366,The Man Who Killed Hitler and Then the Bigfoot,Adventure. Drama. Sci-Fi,0,2018,5.6,,
1367,Time Trap,Action. Adventure. Sci-Fi,0,2017,6.5,,
1368,The Package,Comedy. Thriller,0,2018,5.5,,
1369,The Skeleton Twins,Comedy. Drama. Romance,0,2014,6.8,,
1370,The Rum Diary,Comedy. Drama,0,2011,6.2,,
1371,Triple 9,Action. Crime. Thriller,0,2016,6.3,,
1372,You're Next,Horror. Mystery. Thriller,0,2011,6.5,,
1373,A Million Little Pieces,Drama,0,2018,6.2,,
1374,Letters to Juliet,Adventure. Comedy. Drama,0,2010,6.5,,
1375,Cake,Drama,0,2014,6.4,,
1376,Pete's Dragon,Action. Adventure. Comedy,0,2016,6.7,,
1377,The Kings of Summer,Adventure. Comedy. Drama,0,2013,7.1,,
1378,Beach Rats,Drama,0,2017,6.4,,
1379,Victor Frankenstein,Drama. Horror. Sci-Fi,0,2015,6,,
1380,Sisters,Comedy,0,2015,6,,
1381,The Love Witch,Comedy. Horror. Romance,0,2016,6.2,,
1382,The Wolfman,Drama. Fantasy. Horror,0,2010,5.8,,
1383,Edge of Darkness,Crime. Drama. Mystery,0,2010,6.6,,
1384,Ice Age: Continental Drift,Animation. Adventure. Comedy,0,2012,6.6,,
1385,A Futile and Stupid Gesture,Biography. Comedy,0,2018,6.8,,
1386,Endless Love,Drama. Romance,0,2014,6.3,,
1387,Trouble with the Curve,Drama. Sport,0,2012,6.8,,
1388,The Company Men,Drama,0,2010,6.7,,
1389,The Bye Bye Man,Drama. Fantasy. Horror,0,2017,4.2,,
1390,Winchester,Biography. Drama. Fantasy,0,2018,5.4,,
1391,Devil,Horror. Mystery. Thriller,0,2010,6.2,,
1392,Search Party,Adventure. Comedy,0,2014,5.6,,
1393,The Personal History of David Copperfield,Comedy. Drama,0,2019,6.6,,
1394,Think Like a Man,Comedy. Romance,0,2012,6.6,,
1395,Morning Glory,Comedy. Drama. Romance,0,2010,6.5,,
1396,Unfriended,Horror. Mystery. Thriller,0,2014,5.5,,
1397,What's Your Number?,Comedy. Romance,0,2011,6.1,,
1398,Super,Action. Comedy. Drama,0,2010,6.7,,
1399,Something Borrowed,Comedy. Drama. Romance,0,2011,5.9,,
1400,Kill Chain,Action. Thriller,0,2019,5,,
1401,Same Kind of Different as Me,Biography. Drama,0,2017,6.6,,
1402,Despicable Me 2,Animation. Adventure. Comedy,0,2013,7.3,,
1403,The House,Comedy. Crime,0,2017,5.6,,
1404,Ibiza,Comedy. Romance,0,2018,5.2,,
1405,Wonder Wheel,Drama,0,2017,6.2,,
1406,Beirut,Drama. Thriller,0,2018,6.4,,
1407,Enough Said,Comedy. Drama. Romance,0,2013,7,,
1408,The Book of Life,Animation. Adventure. Comedy,0,2014,7.3,,
1409,The Discovery,Drama. Romance. Sci-Fi,0,2017,6.3,,
1410,The Haunting of Sharon Tate,Drama. Horror. Thriller,0,2019,2.8,,
1411,Anthropoid,Action. Biography. Drama,0,2016,7.2,,
1412,Them That Follow,Drama. Thriller,0,2019,5.3,,
1413,Summer of 84,Drama. Horror. Mystery,0,2018,6.7,,
1414,Pride,Biography. Comedy. Drama,0,2014,7.8,,
1415,Turbo,Animation. Adventure. Comedy,0,2013,6.4,,
1416,Zookeeper,Comedy. Family. Fantasy,0,2011,5.2,,
1417,Your Highness,Comedy. Fantasy,0,2011,5.5,,
1418,The Possession of Hannah Grace,Horror. Mystery. Thriller,0,2018,5.2,,
1419,Area 51,Horror. Mystery. Sci-Fi,0,2015,4.2,,
1420,Pompeii,Action. Adventure. Drama,0,2014,5.5,,
1421,The Three Stooges,Comedy. Family,0,2012,5,,
1422,The Wind,Horror. Western,0,2018,5.5,,
1423,All Good Things,Crime. Drama. Mystery,0,2010,6.3,,
1424,Machete Kills,Action. Crime. Thriller,0,2013,5.6,,
1425,Shut In,Drama. Mystery. Thriller,0,2016,4.8,,
1426,Rust Creek,Drama. Horror. Thriller,0,2018,5.8,,
1427,99 Homes,Drama,0,2014,7.1,,
1428,Green Zone,Action. Drama. Thriller,0,2010,6.8,,
1429,Draft Day,Drama. Sport,0,2014,6.8,,
1430,Detroit,Crime. Drama. History,0,2017,7.3,,
1431,A Prayer Before Dawn,Biography. Crime. Drama,0,2017,6.9,,
1432,Macbeth,Drama. History. War,0,2015,6.6,,
1433,Dirty Movie,Comedy,0,2011,3,,
1434,Another Earth,Drama. Romance. Sci-Fi,0,2011,7,,
1435,J. Edgar,Biography. Drama. Romance,0,2011,6.5,,
1436,Free State of Jones,Action. Biography. Drama,0,2016,6.9,,
1437,No Good Deed,Action. Crime. Drama,0,2014,5.6,,
1438,Here Alone,Drama. Horror. Sci-Fi,0,2016,5.6,,
1439,Attack the Block,Action. Comedy. Sci-Fi,0,2011,6.6,,
1440,Gotti,Biography. Crime. Drama,0,2018,4.8,,
1441,Date Night,Comedy. Crime. Romance,0,2010,6.3,,
1442,Time Freak,Comedy. Drama. Romance,0,2018,5.8,,
1443,The Promise,Action. Adventure. Drama,0,2016,5.9,,
1444,Plus One,Comedy. Drama. Romance,0,2019,6.6,,
1445,The Strangers: Prey at Night,Horror,0,2018,5.2,,
1446,Kill Bill: The Whole Bloody Affair,Action. Crime. Thriller,0,2011,8.8,,
1447,Fist Fight,Comedy,0,2017,5.6,,
1448,Traffik,Action. Crime. Drama,0,2018,6,,
1449,The Domestics,Action. Horror. Sci-Fi,0,2018,5.7,,
1450,Yoga Hosers,Action. Comedy. Fantasy,0,2016,4.3,,
1451,The Sky Is Pink,Drama. Family. Romance,0,2019,7.5,,
1452,Everything. Everything,Drama. Romance,0,2017,6.4,,
1453,Paper Towns,Comedy. Drama. Mystery,0,2015,6.3,,
1454,Beyond Skyline,Action. Adventure. Horror,0,2017,5.3,,
1455,The Call,Crime. Drama. Horror,0,2013,6.7,,
1456,Like Crazy,Drama. Romance,0,2011,6.7,,
1457,Jonah Hex,Action. Drama. Fantasy,0,2010,4.7,,
1458,A Shaun the Sheep Movie: Farmageddon,Animation. Adventure. Comedy,0,2019,6.9,,
1459,Empire State,Crime. Drama. Thriller,0,2013,5.2,,
1460,Wild Rose,Comedy. Drama. Music,0,2018,7.2,,
1461,Identity Thief,Comedy. Crime. Drama,0,2013,5.7,,
1462,Maps to the Stars,Comedy. Drama,0,2014,6.2,,
1463,Jackie,Biography. Drama. History,0,2016,6.7,,
1464,Hardcore Henry,Action. Adventure. Sci-Fi,0,2015,6.7,,
1465,The Ides of March,Drama. Thriller,0,2011,7.1,,
1466,Muppets Most Wanted,Adventure. Comedy. Crime,0,2014,6.4,,
1467,Tyler Perry's Acrimony,Drama. Romance. Thriller,0,2018,5.8,,
1468,Johnny English Reborn,Action. Adventure. Comedy,0,2011,6.3,,
1469,The Woman in Black,Drama. Fantasy. Horror,0,2012,6.4,,
1470,I Spit on Your Grave 2,Horror. Thriller,0,2013,5.7,,
1471,Grand Isle,Action. Thriller,0,2019,4.5,,
1472,The Fundamentals of Caring,Comedy. Drama,0,2016,7.3,,
1473,The Lorax,Animation. Adventure. Comedy,0,2012,6.4,,
1474,Brain on Fire,Biography. Drama,0,2016,6.6,,
1475,The Belko Experiment,Horror. Thriller,0,2016,6.1,,
1476,The Words,Drama. Mystery. Romance,0,2012,7,,
1477,McFarland. USA,Biography. Drama. Sport,0,2015,7.4,,
1478,Left Behind,Action. Drama. Fantasy,0,2014,3.1,,
1479,Gone,Action. Adventure. Mystery,0,2012,5.9,,
1480,Awake,Action. Crime. Thriller,0,2019,5,,
1481,Once Upon a Time in Venice,Action. Comedy,0,2017,5.3,,
1482,The Russian Bride,Horror. Thriller,0,2019,5.4,,
1483,The Guest,Action. Comedy. Crime,0,2014,6.7,,
1484,Equals,Drama. Romance. Sci-Fi,0,2015,6.1,,
1485,Bernie,Biography. Comedy. Crime,0,2011,6.8,,
1486,Office Christmas Party,Comedy,0,2016,5.8,,
1487,Hangman,Crime. Drama. Mystery,0,2017,5.2,,
1488,Survivor,Action. Crime. Thriller,0,2015,5.6,,
1489,S.W.A.T.: Under Siege,Action. Crime. Thriller,0,2017,4.5,,
1490,Blackhat,Action. Crime. Thriller,0,2015,5.4,,
1491,Stockholm,Biography. Comedy. Crime,0,2018,6.1,,
1492,While We're Young,Comedy. Drama. Mystery,0,2014,6.3,,
1493,Cell,Action. Drama. Horror,0,2016,4.3,,
1494,Driven,Biography. Drama. Thriller,0,2018,6.3,,
